                 V_V1	             ID(M1)@1	             ID(M1)@2	             ID(M1)@3	             ID(M1)@4	             ID(M1)@5	             ID(M1)@6
     3,99999999999999	4,00999979749406e-012	 0,000148765175254084	  0,00108354352414608	  0,00244611082598567	  0,00401295395568013	  0,00568774482235312
     4,04999999999999	4,06000016592301e-012	 0,000149369923747145	   0,0010867960518226	  0,00245308177545667	  0,00402425415813923	  0,00570377241820097
     4,09999999999999	4,11000010067109e-012	 0,000149973566294648	  0,00109003984834999	  0,00246003014035523	  0,00403551058843732	  0,00571973016485572
     4,14999999999999	4,16000003541916e-012	 0,000150576117448509	   0,0010932752629742	  0,00246695592068136	  0,00404672464355826	  0,00573562039062381
     4,19999999999999	4,20999997016724e-012	 0,000151177620864473	  0,00109650264494121	  0,00247386051341891	   0,0040578986518085	  0,00575144542381167
     4,24999999999999	4,25999990491532e-012	 0,000151778105646372	  0,00109972211066633	  0,00248074438422918	  0,00406903307884932	  0,00576720805838704
     4,29999999999999	 4,3099998396634e-012	  0,00015237761544995	  0,00110293400939554	   0,0024876082316041	  0,00408012978732586	  0,00578291015699506
     4,34999999999999	4,36000020809235e-012	 0,000152976164827123	  0,00110613857395947	  0,00249445252120495	  0,00409119017422199	  0,00579855358228087
     4,39999999999999	4,41000014284043e-012	 0,000153573797433637	  0,00110933603718877	  0,00250127818435431	  0,00410221517086029	  0,00581414112821221
     4,44999999999999	4,46000007758851e-012	 0,000154170542373322	  0,00111252663191408	   0,0025080859195441	  0,00411320570856333	  0,00582967419177294
     4,49999999999999	4,51000001233659e-012	 0,000154766443301924	  0,00111571059096605	  0,00251487595960498	  0,00412416364997625	  0,00584515510126948
     4,54999999999999	4,55999994708467e-012	 0,000155361500219442	  0,00111888803075999	  0,00252164923585951	  0,00413508992642164	  0,00586058478802443
     4,59999999999999	4,60999988183275e-012	 0,000155955756781623	  0,00112205930054188	  0,00252840598113835	  0,00414598546922207	  0,00587596604600549
     4,64999999999999	4,65999981658083e-012	 0,000156549242092296	  0,00112522463314235	  0,00253514689393342	  0,00415685074403882	  0,00589130027219653
     4,69999999999999	4,71000018500978e-012	 0,000157141985255294	  0,00112838402856141	  0,00254187267273664	  0,00416768807917833	  0,00590658839792013
     4,74999999999999	4,76000011975786e-012	 0,000157734015374444	  0,00113153783604503	  0,00254858355037868	  0,00417849700897932	  0,00592183275148273
     4,79999999999999	4,81000005450594e-012	 0,000158325347001664	  0,00113468628842384	  0,00255528022535145	  0,00418927939608693	  0,00593703472986817
     4,84999999999999	4,85999998925402e-012	 0,000158916009240784	  0,00113782938569784	  0,00256196293048561	  0,00420003570616245	  0,00595219526439905
     4,89999999999999	 4,9099999240021e-012	 0,000159506031195633	  0,00114096736069769	  0,00256863236427307	  0,00421076687052846	  0,00596731575205922
     4,94999999999999	4,95999985875017e-012	 0,000160095441970043	  0,00114410056266934	  0,00257528899237514	  0,00422147428616881	  0,00598239805549383
     4,99999999999999	5,00999979349825e-012	 0,000160684241564013	  0,00114722887519747	   0,0025819328147918	  0,00423215795308352	  0,00599744357168674
     5,04999999999999	 5,0600001619272e-012	 0,000161272473633289	  0,00115035276394337	  0,00258856476284564	  0,00424281880259514	  0,00601245276629925
     5,09999999999999	5,11000009667528e-012	 0,000161860167281702	  0,00115347211249173	  0,00259518506936729	  0,00425345776602626	  0,00602742750197649
     5,14999999999999	5,16000003142336e-012	 0,000162447322509252	  0,00115658715367317	   0,0026017939671874	  0,00426407577469945	  0,00604236824437976
     5,19999999999999	5,20999996617144e-012	 0,000163033968419768	  0,00115969812031835	  0,00260839215479791	    0,004274673294276	   0,0060572768561542
     5,24999999999999	5,25999990091952e-012	 0,000163620134117082	  0,00116280512884259	  0,00261497963219881	  0,00428525079041719	   0,0060721542686224
     5,29999999999999	 5,3099998356676e-012	 0,000164205834153108	  0,00116590841207653	  0,00262155709788203	  0,00429580919444561	  0,00608700141310692
     5,34999999999999	5,36000020409655e-012	 0,000164791097631678	  0,00116900785360485	  0,00262812478467822	  0,00430634943768382	  0,00610181922093034
     5,39999999999999	5,41000013884463e-012	 0,000165375939104706	  0,00117210380267352	  0,00263468292541802	  0,00431687198579311	  0,00611660862341523
     5,44999999999999	5,46000007359271e-012	 0,000165960358572192	  0,00117519625928253	  0,00264123198576272	  0,00432737683877349	  0,00613137055188417
     5,49999999999999	5,51000000834079e-012	 0,000166544399689883	  0,00117828557267785	  0,00264777219854295	  0,00433786539360881	  0,00614610640332103
     5,54999999999999	5,55999994308887e-012	 0,000167128077009693	  0,00118137162644416	  0,00265430402942002	  0,00434833765029907	  0,00616081664338708
     5,59999999999999	5,60999987783695e-012	 0,000167711405083537	   0,0011844546534121	  0,00266082747839391	  0,00435879500582814	   0,0061755022034049
     5,64999999999999	5,65999981258503e-012	 0,000168294413015246	    0,001187534769997	  0,00266734324395657	  0,00436923699453473	  0,00619016401469707
     5,69999999999999	5,71000018101397e-012	 0,000168877086252905	  0,00119061197619885	  0,00267385132610798	  0,00437966454774141	  0,00620480300858617
     5,74999999999999	5,76000011576205e-012	 0,000169459483004175	  0,00119368662126362	  0,00268035219050944	  0,00439007859677076	  0,00621941965073347
     5,79999999999999	5,81000005051013e-012	  0,00017004158871714	  0,00119675870519131	  0,00268684606999159	  0,00440047914162278	  0,00623401533812284
     5,84999999999999	5,85999998525821e-012	 0,000170623432495631	  0,00119982822798193	  0,00269333319738507	  0,00441086664795876	  0,00624859007075429
     5,89999999999999	5,90999992000629e-012	 0,000171205043443479	  0,00120289553888142	  0,00269981380552053	  0,00442124158143997	  0,00626314524561167
     5,94999999999999	5,95999985475437e-012	 0,000171786407008767	  0,00120596052147448	  0,00270628836005926	  0,00443160487338901	  0,00627768132835627
     5,99999999999999	6,00999978950245e-012	 0,000172367581399158	  0,00120902329217643	  0,00271275686100125	  0,00444195698946714	  0,00629219878464937
     6,04999999999999	 6,0600001579314e-012	  0,00017294853751082	  0,00121208420023322	  0,00271921954117715	   0,0044522974640131	  0,00630669854581356
     6,09999999999999	6,11000009267948e-012	 0,000173529318999499	  0,00121514301281422	  0,00272567686624825	  0,00446262769401073	  0,00632118107751012
     6,14999999999999	6,16000002742756e-012	 0,000174109925865196	   0,0012182000791654	  0,00273212883621454	  0,00447294814512134	  0,00633564731106162
     6,19999999999999	6,20999996217564e-012	  0,00017469038721174	  0,00122125528287143	  0,00273857591673732	  0,00448325835168362	  0,00635009817779064
     6,24999999999999	6,25999989692372e-012	 0,000175270703039132	  0,00122430897317827	  0,00274501834064722	  0,00449355924502015	  0,00636453321203589
     6,29999999999999	 6,3099998316718e-012	 0,000175850902451202	   0,0012273610336706	  0,00275145610794425	  0,00450385129079223	  0,00637895427644253
     6,34999999999999	6,36000020010075e-012	 0,000176430999999866	  0,00123041158076376	  0,00275788945145905	  0,00451413495466113	  0,00639336090534925
     6,39999999999999	6,41000013484883e-012	 0,000177010995685123	  0,00123346084728837	  0,00276431883685291	  0,00452441023662686	  0,00640775449573994
     6,44999999999999	6,46000006959691e-012	 0,000177590904058889	  0,00123650871682912	  0,00277074426412582	  0,00453467760235071	  0,00642213504761457
     6,49999999999998	6,51000000434498e-012	 0,000178170739673078	  0,00123955542221665	  0,00277716619893909	  0,00454493798315525	  0,00643650349229574
     6,54999999999998	6,55999993909306e-012	 0,000178750531631522	  0,00124260107986629	  0,00278358440846205	  0,00455519091337919	  0,00645086029544473
     6,59999999999998	6,60999987384114e-012	 0,000179330265382305	  0,00124564557336271	    0,002789999358356	  0,00456543732434511	  0,00646520592272282
     6,64999999999998	6,65999980858922e-012	 0,000179909984581172	  0,00124868925195187	  0,00279641128145158	  0,00457567721605301	  0,00647954037413001
     6,69999999999998	6,71000017701817e-012	 0,000180489689228125	  0,00125173188280314	   0,0028028201777488	  0,00458591105416417	  0,00649386504665017
     6,74999999999998	6,76000011176625e-012	 0,000181069379323162	  0,00125477381516248	  0,00280922651290894	  0,00459613930433989	   0,0065081799402833
     6,79999999999998	6,81000004651433e-012	 0,000181649083970115	  0,00125781504902989	  0,00281563028693199	  0,00460636196658015	  0,00652248598635197
     6,84999999999998	6,85999998126241e-012	 0,000182228803168982	  0,00126085558440536	  0,00282203149981797	  0,00461657950654626	  0,00653678271919489
     6,89999999999998	6,90999991601049e-012	 0,000182808566023596	  0,00126389553770423	  0,00282843085005879	  0,00462679238989949	  0,00655107153579593
     6,94999999999998	6,95999985075857e-012	 0,000183388357982039	  0,00126693502534181	  0,00283482787199318	  0,00463700061663985	  0,00656535243615508
     6,99999999999998	7,00999978550665e-012	 0,000183968208148144	  0,00126997416373342	  0,00284122326411307	  0,00464720465242863	  0,00657962635159492


