                 Time	                V(m2)	                V(m3)
3.19625234920345e-009	     2.74134707450867	  -0.0134390089660883
3.22881953548454e-009	       1.955042719841	   0.0578414835035801
3.27738800775074e-009	     1.01085758209229	    0.497878968715668
3.30897730532848e-009	    0.554224967956543	     1.06089663505554
3.32804613504373e-009	    0.375348448753357	     1.43634474277496
3.35088973156922e-009	    0.249714478850365	     1.85841166973114
3.38566298819892e-009	    0.139173775911331	     2.42309141159058
3.43285775966756e-009	   0.0270400177687407	     3.06315493583679
3.46995932273381e-009	  -0.0195234790444374	     3.51915240287781
  3.505145853756e-009	   0.0263151731342077	     3.83214664459229
3.54814967363887e-009	    0.292150378227234	     4.13161325454712
3.57934897988849e-009	    0.790806651115417	      4.3778223991394
3.60937831215374e-009	      1.3760449886322	     4.55369138717651
3.64334248229675e-009	     1.98984086513519	     4.58538675308228
3.68416933566146e-009	     2.61829543113709	     4.35824584960938
3.72447814084403e-009	     3.15359020233154	     3.73540854454041
3.77733069695346e-009	     3.73438835144043	      2.4765830039978
3.83081771656685e-009	     4.11956548690796	     1.30094611644745
3.87020684070699e-009	     4.41565704345703	    0.699545323848724
 3.9079370465111e-009	     4.56968832015991	    0.337695121765137
3.94014334529452e-009	     4.54166412353516	    0.189317718148232
3.98292015529983e-009	      4.2175931930542	   0.0782585218548775
4.01837444156222e-009	     3.59081435203552	   0.0115742906928062
4.05717566832714e-009	     2.66209602355957	 -0.00456562312319875
4.10722261518054e-009	     1.50470197200775	    0.179847106337547
 4.1485500544291e-009	    0.813019931316376	    0.735853135585785
4.19744448959641e-009	    0.321204841136932	     1.62246477603912
4.23083240389638e-009	    0.175719082355499	     2.18366837501526
4.27417964897864e-009	   0.0678114965558052	     2.80736088752747
4.30663041993789e-009	  0.00988783687353134	      3.2477011680603
 4.3421429138612e-009	 -0.00637503527104855	     3.64231252670288
 4.3804843001049e-009	   0.0959927812218666	     3.93973636627197
4.43497831225209e-009	    0.729781150817871	     4.34580755233765
 4.4835351429861e-009	     1.63456416130066	     4.57305812835693
4.51617217846029e-009	     2.18836712837219	      4.5323748588562
4.55196988992207e-009	      2.7176661491394	     4.26690006256104
4.58836714029126e-009	     3.21079516410828	     3.65079140663147
4.62808222733252e-009	     3.65403437614441	     2.70356273651123
4.69294884465449e-009	     4.13475656509399	     1.28230082988739
 4.7361272875201e-009	     4.44375562667847	    0.652500152587891
 4.7765525080245e-009	     4.56851863861084	     0.29817670583725
4.81059234812669e-009	     4.49059772491455	    0.162303373217583
4.85390466861241e-009	     4.06628084182739	   0.0549000129103661
4.88331117890589e-009	     3.49556398391724	  0.00405925931409001
4.90210643261485e-009	     3.04512739181519	  -0.0137027269229293
 4.9244378017243e-009	     2.48846817016602	 -0.00265043461695313
4.96074774060212e-009	     1.62995052337646	    0.126678988337517
   5.00000000001e-009	    0.918112933635712	    0.586635708808899


