                 Time	              V(V4:+)
8.50234479087611e-007	                    5
 8.5054712407591e-007	                    5
8.51172414052506e-007	                    5
  8.524229940057e-007	                    5
8.54924153912087e-007	                    5
8.59926473724862e-007	                    5
8.69931113350411e-007	                    5
 8.8994039260151e-007	                    5
9.19939410316964e-007	                    5
9.49938428032418e-007	                    5
9.79937445747872e-007	                    5
  1.000000000003e-006	                    5
1.00089490786495e-006	     4.91050910949707
1.00268472358884e-006	     4.73152780532837
1.00626435503664e-006	     4.37356472015381
1.01342361793222e-006	     3.65763831138611
1.01992573961916e-006	     3.00742602348328
1.02729659900369e-006	     2.27034020423889
1.03178408369722e-006	     1.82159161567688
1.03499714657964e-006	     1.50028538703918
1.03663832322063e-006	     1.33616769313812
1.03799209371509e-006	     1.20079064369202
1.03940919414463e-006	     1.05908060073853
1.04144990817012e-006	    0.855009198188782
  1.043969694528e-006	    0.603030562400818
1.04900926724376e-006	   0.0990732759237289
  1.050000000003e-006	                    0
1.05037550926509e-006	                    0
1.05112652778925e-006	                    0
1.05262856483759e-006	                    0
1.05563263893427e-006	                    0
1.06164078712763e-006	                    0
1.07365708351435e-006	                    0
1.09768967628779e-006	                    0
1.12768869400324e-006	                    0
 1.1576877117187e-006	                    0
1.18768672943415e-006	                    0
  1.200000000003e-006	2.99997887642789e-010
1.20080578029456e-006	   0.0805780291557312
1.20241734087767e-006	    0.241734087467194
 1.2056404620439e-006	    0.564046204090118
1.21008473336997e-006	     1.00847339630127
1.21395903528037e-006	     1.39590358734131
1.21804418862166e-006	     1.80441892147064
1.22132654190364e-006	     2.13265419006348
1.22356842160525e-006	      2.3568422794342
1.22478826791348e-006	     2.47882676124573
1.22595949918332e-006	     2.59594988822937
1.22629831433596e-006	     2.62983155250549
1.22653282136025e-006	     2.65328216552734
1.22678860910537e-006	     2.67886090278625
1.22704216167631e-006	     2.70421624183655
1.22720062621238e-006	     2.72006273269653
1.22739483025225e-006	     2.73948311805725
1.22757071052047e-006	     2.75707101821899
    1.2277427258e-006	     2.77427268028259
1.22793073654475e-006	      2.7930736541748
1.22830037847461e-006	     2.83003783226013
1.22866564318838e-006	     2.86656427383423
1.22939617261591e-006	     2.93961715698242
1.23026751801672e-006	     3.02675175666809
1.23189248964491e-006	     3.18924903869629
1.23463914618196e-006	     3.46391463279724
1.23981878981294e-006	     3.98187899589539
1.24732897505464e-006	     4.73289728164673
1.24759607754918e-006	     4.75960779190063
1.24813028417798e-006	     4.81302833557129
1.24919869743558e-006	     4.91986989974976
  1.250000000003e-006	                    5
1.25021368265452e-006	                    5
1.25064106658401e-006	                    5
1.25149583444299e-006	                    5
1.25320537016096e-006	                    5
1.25662444159689e-006	                    5
1.26346258446874e-006	                    5
1.27713887021246e-006	                    5
1.30449144169988e-006	                    5
1.33449045941534e-006	                    5
1.36448947713079e-006	                    5
1.39448849484624e-006	                    5
  1.400000000003e-006	                    5
1.40033034012022e-006	     4.96696615219116
1.40099102035465e-006	     4.90089797973633
1.40231238082351e-006	     4.76876211166382
1.40495510176124e-006	     4.50448989868164
 1.4102405436367e-006	     3.97594571113586
1.41894878223838e-006	     3.10512185096741
1.42460302785339e-006	     2.53969717025757
1.42941312268676e-006	     2.05868768692017
1.43349231556358e-006	     1.65076839923859
1.43618458286228e-006	     1.38154172897339
1.43820033744278e-006	     1.17996621131897
1.43991099074783e-006	      1.0089008808136
 1.4417091883749e-006	    0.829081177711487
1.44425914958419e-006	    0.574085056781769
1.44853280261459e-006	    0.146719738841057
  1.450000000003e-006	                    0
1.45049658119979e-006	                    0
1.45148974359336e-006	                    0
 1.4534760683805e-006	                    0
1.45744871795477e-006	                    0
1.46539401710333e-006	                    0
1.48128461540045e-006	                    0
  1.500000000003e-006	                    0


