                 Time	              V(V4:+)
                    0	                    0
               2e-010	   0.0199999995529652
               4e-010	   0.0399999991059303
8.00003045797348e-010	   0.0800003036856651
1.60000913739204e-009	    0.160000920295715
3.20002132058144e-009	    0.320002138614655
6.40004568696022e-009	    0.640004575252533
1.28000944197178e-008	     1.28000938892365
1.73583596289158e-008	     1.73583590984344
 2.6471909815073e-008	     2.64719104766846
3.45781415045261e-008	     3.45781421661377
4.23356860220432e-008	     4.23356866836548
    5.0000000002e-008	                    5
5.06451271494361e-008	                    5
5.19353814443084e-008	                    5
 5.4515890034053e-008	                    5
5.96769072135421e-008	                    5
6.50465406497451e-008	                    5
 6.9580964001033e-008	                    5
7.41593457778427e-008	                    5
 7.9375497253749e-008	                    5
8.43234278281662e-008	                    5
8.92460264285537e-008	                    5
   9.38810326179e-008	                    5
9.86315228064987e-008	                    5
1.03276214750621e-007	                    5
 1.0800137296519e-007	                    5
1.12685552986476e-007	                    5
1.19004390390727e-007	                    5
1.27205989511821e-007	                    5
1.36228642614696e-007	                    5
1.54273948820445e-007	                    5
1.74274287374828e-007	                    5
 1.9427462592921e-007	                    5
   2.00000000002e-007	                    5
2.00217440540108e-007	     4.97825574874878
2.00652321616325e-007	      4.9347677230835
2.01522083768758e-007	     4.84779167175293
2.03261608073625e-007	     4.67383909225464
2.06740656683359e-007	     4.32593441009521
2.10190275499735e-007	     3.98097252845764
2.13241660783205e-007	     3.67583394050598
2.16056117603693e-007	     3.39438819885254
2.20405766556177e-007	     2.95942330360413
2.29105064461145e-007	      2.0894935131073
2.42918440887842e-007	    0.708155930042267
   2.50000000002e-007	                    0
2.50352039935205e-007	                    0
2.51056119801614e-007	                    0
2.52464279534433e-007	                    0
 2.5528059900007e-007	                    0
2.60913237931344e-007	                    0
2.72178515793893e-007	                    0
2.92178854348275e-007	                    0
3.12179192902658e-007	                    0
 3.3217953145704e-007	                    0
3.52179870011422e-007	                    0
3.72180208565805e-007	                    0
3.92180547120187e-007	                    0
   4.00000000002e-007	2.00000363492769e-010
4.00713672490928e-007	   0.0713672488927841
4.02141017468784e-007	    0.214101746678352
4.04995707424495e-007	     0.49957075715065
4.09502563627574e-007	     0.95025634765625
4.13444665821407e-007	     1.34446656703949
4.19820127638194e-007	     1.98201274871826
 4.3257105127177e-007	     3.25710511207581
4.41090045126292e-007	     4.10900449752808
4.41981040613663e-007	     4.19810390472412
4.43158232347977e-007	     4.31582307815552
4.45512615816605e-007	     4.55126142501831
   4.50000000002e-007	                    5
4.50470876695726e-007	                    5
4.51412630083177e-007	                    5
4.53296136858079e-007	                    5
4.57063150407884e-007	                    5
4.63773143293473e-007	                    5
4.68971413375947e-007	                    5
4.73080408575151e-007	                    5
4.78093159200761e-007	                    5
4.82888352872941e-007	                    5
4.87483870985124e-007	                    5
 4.9228875041208e-007	                    5
4.96970695259187e-007	                    5
5.00763040783021e-007	                    5
5.04782629015062e-007	                    5
5.08766454460237e-007	                    5
5.14462423326585e-007	                    5
5.21827322246644e-007	                    5
5.30276280643556e-007	                    5
5.47174197437379e-007	                    5
5.67174535991761e-007	                    5
5.87174874546144e-007	                    5
   6.00000000002e-007	                    5
6.00417279081556e-007	     4.95827198028564
6.01251837240669e-007	     4.87481641769409
6.02920953558895e-007	     4.70790481567383
6.06259186195347e-007	      4.3740816116333
6.09830622004482e-007	     4.01693773269653
6.12231571601841e-007	     3.77684283256531
6.14412356542561e-007	     3.55876445770264
6.18151802944157e-007	     3.18481969833374
6.24793250488255e-007	     2.52067494392395
 6.3705988638303e-007	     1.29401135444641
6.44290674852345e-007	    0.570932507514954
 6.4486160736711e-007	    0.513839244842529
6.46003408843589e-007	    0.399659126996994
6.48287011796546e-007	    0.171298816800117
   6.50000000002e-007	                    0
6.50275066124413e-007	                    0
6.50825198369238e-007	                    0
6.51925462858889e-007	                    0
 6.5412599183819e-007	                    0
6.58527049796793e-007	                    0
6.67329165713999e-007	                    0
6.84933397548411e-007	                    0
7.04933736102793e-007	                    0
7.24934074657175e-007	                    0
7.44934413211557e-007	                    0
 7.6493475176594e-007	                    0
7.84935090320322e-007	                    0
   8.00000000002e-007	1.99995062177827e-010
8.01240149142358e-007	    0.124014914035797
8.03720447423074e-007	    0.372044742107391
8.08681043984506e-007	     0.86810439825058
 8.1363568008146e-007	     1.36356806755066
8.22074207665536e-007	     2.20742082595825
8.32424554230783e-007	     3.24245548248291
8.40451809765908e-007	      4.0451807975769
8.46021118762109e-007	     4.60211181640625
   8.50000000002e-007	                    5
8.50572055580232e-007	                    5
 8.5171609223089e-007	                    5
8.54004165532205e-007	                    5
8.58580312134835e-007	                    5
8.64348551632974e-007	                    5
8.69154921176049e-007	                    5
8.73584291340921e-007	                    5
8.78747543694589e-007	                    5
8.83619478346917e-007	                    5
8.88232877852532e-007	                    5
8.92885020377252e-007	                    5
 8.9707969725332e-007	                    5
9.00775930287454e-007	                    5
9.04472535850617e-007	                    5
9.08515220882508e-007	                    5
 9.1398543715677e-007	                    5
9.21564167739961e-007	                    5
 9.3309468627176e-007	                    5
9.51837366821382e-007	                    5
9.71837705375764e-007	                    5
9.91838043930146e-007	                    5
  1.000000000002e-006	                    5


