                 Time	              V(C1:1)
                    0	                    5
               3e-010	     5.00000047683716
               6e-010	     5.00000047683716
1.19995800256729e-009	                    5
2.39987400770187e-009	                    5
4.79970601797104e-009	                    5
8.99736312627792e-009	     4.99999856948853
1.32784667372704e-008	     4.99999666213989
1.80311921000481e-008	     5.00000429153442
2.12207856535912e-008	     5.00308132171631
2.34913500905037e-008	     1.62239634990692
2.47205096244812e-008	    0.303629338741302
2.59211706876755e-008	  -0.0788047015666962
2.63283914834261e-008	   -0.048429474234581
2.66073691606522e-008	  -0.0249250400811434
2.69295602053404e-008	 -0.00690043810755014
2.72993883997202e-008	 -0.00155785924289376
2.74025905825198e-008	  -0.0010102711385116
2.75932323135436e-008	 -0.00044744840124622
2.77669472567737e-008	-0.000206577708013356
2.79628043942153e-008	-8.15859530121088e-005
2.81981961749494e-008	-2.02650189748965e-005
2.85135885648429e-008	5.57047769689234e-006
2.89491215668619e-008	1.02812355180504e-005
2.96105468593538e-008	7.16426598046382e-007
3.06217769108713e-008	-8.77123170539562e-007
 3.2351801725477e-008	1.09508043522055e-007
3.58118513546884e-008	5.33151137460663e-007
4.27319506131113e-008	 4.1468047129456e-007
    5.0000000003e-008	-1.66736953133295e-007
5.07873401075799e-008	-5.59688373868994e-007
5.23620203167398e-008	3.81113878233919e-008
5.55113807350595e-008	1.34743942226123e-007
6.18101015716989e-008	1.24105818954945e-008
7.44075432449777e-008	-4.34692637441003e-009
9.96024265915353e-008	-3.03555708347503e-010
1.29601444306989e-007	5.17532162958023e-011
1.59600462022444e-007	 3.6748195632319e-012
1.89599479737898e-007	2.78366080186387e-011
   2.00000000003e-007	-2.47178961326755e-011
2.00521261248012e-007	-2.0849586235272e-007
2.01563783738037e-007	2.30199816542154e-007
2.03648828718086e-007	 9.0499106875086e-008
2.07818918678184e-007	-4.24224850803512e-008
2.16159098598381e-007	4.79785796869692e-007
2.23696105930229e-007	1.01952934983274e-006
2.29802601787468e-007	-0.000301070132991299
2.35132747146507e-007	      3.6679093837738
2.38112234327217e-007	     4.81099939346313
2.39999093863388e-007	     5.00492715835571
 2.4229499027433e-007	     5.02721691131592
2.44897478076835e-007	      5.0101318359375
2.48678647729774e-007	     5.00019454956055
   2.50000000003e-007	     4.99979734420776
2.50425381588956e-007	     4.99987745285034
2.51276144760867e-007	     4.99996614456177
2.52977671104689e-007	     5.00001430511475
2.56380723792334e-007	     5.00001335144043
2.63186829167624e-007	     5.00000190734863
2.76799039918204e-007	     4.99999952316284
3.04023461419364e-007	                    5
3.34022479134818e-007	                    5
3.64021496850272e-007	                    5
3.94020514565726e-007	                    5
   4.00000000003e-007	                    5
4.00473111870905e-007	     5.00000047683716
4.01419335606714e-007	     4.99999952316284
4.03311783078333e-007	     4.99999952316284
 4.0709667802157e-007	     4.99999952316284
4.12939423325678e-007	     4.99999666213989
4.18212199214121e-007	      5.0000205039978
4.21578744056841e-007	      5.0044994354248
4.23966655138155e-007	     1.10767889022827
4.25229342284818e-007	    0.144661843776703
4.26455894115587e-007	  -0.0410749316215515
4.26875361803194e-007	  -0.0246223453432322
4.27165841314216e-007	  -0.0123578272759914
4.27553550902029e-007	 -0.00237595173530281
4.27914578098078e-007	-0.000579345272853971
4.27998245789875e-007	 -0.00041758714360185
 4.2816558117347e-007	 -0.00021806349104736
4.28359179853668e-007	-9.89027612376958e-005
4.28639275117983e-007	-2.31874437304214e-005
4.28978602498044e-007	6.08469690632774e-006
4.29479374646415e-007	1.22458723126329e-005
4.30163710474243e-007	1.35363251274612e-007
4.31422858595123e-007	-1.81707173396717e-006
4.32998656391372e-007	-8.28480750669769e-008
4.36150251983871e-007	5.94825564803614e-007
4.42453443168869e-007	4.63726877342197e-007
   4.50000000003e-007	-1.55534024770532e-007
 4.5082990154924e-007	-5.46017815850064e-007
 4.5248970464172e-007	4.70308165745337e-008
4.55809310826679e-007	1.29657578895603e-007
4.62448523196598e-007	1.06712612080173e-008
4.75726947936435e-007	-4.09824618685661e-009
5.02283797416111e-007	-2.5236007727969e-010
5.32282815131565e-007	5.20550998139857e-011
5.62281832847019e-007	9.06364133052007e-012
5.92280850562473e-007	3.06502080660298e-011
   6.00000000003e-007	-3.11829416455023e-011
6.00416859987398e-007	-2.60771116700198e-007
6.01250579956194e-007	2.14004302279136e-007
6.02918019893785e-007	1.53284616999372e-007
6.06252899768968e-007	-4.68572771694653e-008
6.12922659519335e-007	 2.1873067623801e-007
6.19089505079408e-007	8.25832557893591e-007
6.25459006431719e-007	1.51592485053698e-006
6.30158832672258e-007	-0.000552284647710621
6.33609196546693e-007	     1.45761239528656
6.35886466506143e-007	     3.89732527732849
6.37717446687837e-007	     4.82435274124146
6.39480999115129e-007	     5.04223203659058
6.40951929989477e-007	     5.03905487060547
 6.4250630736651e-007	     5.01491451263428
6.45615062120576e-007	     4.99883127212524
   6.50000000003e-007	     4.99814128875732
6.50621750953813e-007	     4.99904203414917
 6.5186525285544e-007	     4.99988746643066
6.54352256658693e-007	     5.00017261505127
6.59326264265199e-007	     5.00007343292236
6.69274279478212e-007	     4.99999952316284
6.89170309904238e-007	     4.99999666213989
7.19169327619692e-007	                    5
7.49168345335146e-007	                    5
  7.791673630506e-007	                    5
   8.00000000003e-007	                    5
8.01253746452947e-007	                    5
8.03761239352842e-007	     4.99999952316284
8.08776225152632e-007	     4.99999904632568
8.13911165300031e-007	     4.99999666213989
8.19044615331312e-007	     5.00020933151245
8.22267736497541e-007	     4.60361051559448
8.24386681619306e-007	    0.946744024753571
8.25638751688619e-007	   0.0912845283746719
8.26611424985548e-007	  -0.0319715552031994
8.26948703455945e-007	  -0.0207515209913254
8.27196621525307e-007	 -0.00801911763846874
8.27354736815413e-007	 -0.00411209929734468
8.27563888582607e-007	 -0.00153880030848086
8.27739256623407e-007	-0.000833381258416921
8.27863448488732e-007	-0.000530985475052148
8.28017559091767e-007	-0.000299063656711951
8.28242217379828e-007	-0.000137219743919559
8.28520356866737e-007	-4.16023322031833e-005
8.28804177421351e-007	-5.45679813512834e-006
8.29371818530579e-007	1.15580223791767e-005
8.29927724975367e-007	8.29702912596986e-006
8.31039537864943e-007	-1.16567946406576e-006
8.32707722860594e-007	-9.4113192972145e-007
8.36044092851897e-007	1.61177479185426e-006
8.41170092302581e-007	6.96376844189217e-007
8.49023004251738e-007	-4.81250140182965e-007
8.49120703826564e-007	-4.62807861367764e-007
8.49316095302719e-007	-4.1986882592937e-007
8.49706878255027e-007	-2.66601574594461e-007
   8.50000000003e-007	-1.38371532898418e-007
8.50078156593462e-007	-6.1710670706816e-007
8.50234479087611e-007	-5.45339332802541e-007
 8.5054712407591e-007	-3.79600137989655e-008
8.51172414052506e-007	3.21145563475511e-007
  8.524229940057e-007	9.63031752121424e-008
8.54924153912087e-007	-5.71806886284776e-008
8.59926473724862e-007	-1.09687503524469e-008
8.69931113350411e-007	 2.7322089035664e-009
 8.8994039260151e-007	4.00544347689547e-010
9.19939410316964e-007	-2.50917925326277e-010
9.49938428032418e-007	6.06758462917689e-011
9.79937445747872e-007	7.92542628746951e-011
  1.000000000003e-006	7.12238532041276e-011
1.00089490786495e-006	-1.09173235784965e-007
1.00268472358884e-006	1.89782824122631e-007
1.00626435503664e-006	-8.66938881793899e-011
1.01342361793222e-006	2.39179854588656e-007
1.01992573961916e-006	8.40569668980606e-007
1.02729659900369e-006	2.21782261178305e-006
1.03178408369722e-006	   0.0270615927875042
1.03499714657964e-006	     3.52512288093567
