                 Time	              V(V6:+)
1.05695697963538e-006	                    0
1.06437775790991e-006	                    0
1.07921931445899e-006	                    0
1.10253665149512e-006	                    0
1.13253566921057e-006	                    0
1.16253468692603e-006	                    0
1.19253370464148e-006	                    0
  1.200000000003e-006	2.99997887642789e-010
1.20054938718977e-006	   0.0549387186765671
 1.2016481615633e-006	    0.164816156029701
1.20384571031036e-006	    0.384571045637131
1.20824080780449e-006	    0.824080765247345
1.21291977241935e-006	     1.29197728633881
1.22097683027687e-006	     2.09768295288086
1.23057019785347e-006	     3.05701971054077
 1.2369262881607e-006	     3.69262886047363
1.24271985963287e-006	     4.27198600769043
1.24857601598205e-006	     4.85760164260864
  1.250000000003e-006	                    5
1.25016258564146e-006	                    5
1.25048775691839e-006	                    5
1.25113809947224e-006	                    5
1.25243878457995e-006	                    5
1.25504015479537e-006	                    5
 1.2602428952262e-006	                    5
1.26602007542106e-006	                    5
 1.2700746813819e-006	                    5
1.27459569368811e-006	                    5
1.27956672106238e-006	                    5
1.28477989230605e-006	                    5
1.28954379353972e-006	                    5
1.29416315350982e-006	                    5
1.29820509348365e-006	                    5
1.30176311824771e-006	                    5
1.30532859359237e-006	                    5
1.30988238845321e-006	                    5
1.31560368929358e-006	                    5
1.32470978889914e-006	                    5
1.33722527418586e-006	                    5
1.36073334608527e-006	                    5
1.39073236380072e-006	                    5
  1.400000000003e-006	                    5
1.40025467016103e-006	     4.97453308105469
1.40076401047709e-006	      4.9235987663269
 1.4017826911092e-006	     4.82173109054565
1.40382005237343e-006	     4.61799478530884
1.40789477490189e-006	     4.21052265167236
1.41069880090954e-006	     3.93011999130249
1.41344769262077e-006	     3.65523076057434
1.41598983072044e-006	      3.4010169506073
1.42107410691979e-006	     2.89258933067322
1.42983747981789e-006	     2.01625204086304
1.44136948846581e-006	    0.863051176071167
  1.450000000003e-006	                    0
1.45038188882472e-006	                    0
1.45114566646816e-006	                    0
1.45267322175505e-006	                    0
1.45572833232882e-006	                    0
1.46183855347635e-006	                    0
1.47405899577143e-006	                    0
1.49648226313593e-006	                    0
  1.500000000003e-006	                    0


